"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"806","WBGene00018913","F56A4.5","Unassigned","Unassigned","Unassigned","F56A4.5 is affected by several genes including skn-1, clk-1, and dpy-7 based on tiling array, microarray, and RNA-seq studies\; is affected by Tunicamycin, Colistin, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domains: Protein kinase-like domain superfamily, Uncharacterised  oxidoreductase Dhs-27, and CHK kinase-like."
"807","WBGene00018914","F56A4.6","Pseudogene","Pseudogene","Pseudogene","F56A4.6 is affected by several genes including pgl-1, bar-1, and glh-1 based on tiling array, microarray, and RNA-seq studies\; is affected by Cadmium based on microarray studies."
"808","WBGene00018915","F56A4.7","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: str","str-267 is affected by several genes including pgl-1, daf-19, and glh-1 based on microarray and RNA-seq studies\; is affected by four chemicals including Mianserin, Progesterone, and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"809","WBGene00018917","F56A4.9","Unassigned","Unassigned","Unassigned: receptor L domain","irld-35 is affected by several genes including hsf-1, npr-1, and pgl-1 based on microarray, quantitative PCR, RNA-seq, and tiling array studies\; is predicted to encode a protein with the following domains: Receptor L-domain and Receptor L-domain superfamily."
"810","WBGene00018929","F56B3.3","Pseudogene","Pseudogene","Pseudogene","F56B3.3 is affected by several genes including sir-2.1, ain-2, and mir-34 based on RNA-seq and microarray studies\; is affected by Atrazine based on microarray studies."
"811","WBGene00018931","F56B3.7","Stress response","Stress response: detoxification","Stress response: detoxification: ugt","ugt-52 is an ortholog of human UGT3A1 (UDP glycosyltransferase family 3 member A1) and UGT3A2 (UDP glycosyltransferase family 3 member A2)\; is predicted to have transferase activity, transferring hexosyl groups."
"812","WBGene00018933","F56B3.9","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: unassigned","F56B3.9 is predicted to have nucleic acid binding activity."
"813","WBGene00018938","F56C3.1","Unassigned","Unassigned","Unassigned","F56C3.1 is affected by several genes including clk-1, eat-2, and sir-2.1 based on microarray studies\; is affected by Diazinon, dibromoacetic acid, and adsorbable organic bromine compound based on microarray studies."
"814","WBGene00018978","F56F4.1","Unassigned","Unassigned","Unassigned: TransThyretin-Related family domain","ttr-58 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including clk-1, fer-1, and lem-2 based on microarray and RNA-seq studies\; is affected by hydrogen sulfide and methylmercuric chloride based on microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"815","WBGene00018979","F56F4.2","Unassigned","Unassigned","Unassigned: TransThyretin-Related family domain","ttr-55 is affected by rsr-2 and sir-2.1 based on tiling array and microarray studies\; is affected by aldicarb based on microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"816","WBGene00018982","F56F4.6","Pseudogene","Pseudogene","Pseudogene","abt-6 is predicted to have ATP binding activity and ATPase activity, coupled to transmembrane movement of substances."
"817","WBGene00018993","F56H1.2","Pseudogene","Pseudogene","Pseudogene","nhr-266 is enriched in the male based on RNA-seq studies\; is affected by several genes including eat-2, pgl-1, and glh-1 based on microarray, tiling array, and RNA-seq studies."
"818","WBGene00019016","F57F4.2","Unassigned","Unassigned","Unassigned","F57F4.2 is enriched in dopaminergic neurons, the body wall muscle cell, and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including multi-walled carbon nanotube, Diazinon, and Quercetin based on RNA-seq and microarray studies."
"819","WBGene00019039","F58E1.8","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-18 is enriched in the NSM and the hypodermis based on tiling array studies\; is affected by several genes including glp-1, skn-1, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Rotenone, Mianserin, and multi-walled carbon nanotube based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"820","WBGene00019040","F58E1.9","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-19 is affected by several genes including daf-2, sir-2.1, and pgl-1 based on tiling array, microarray, and RNA-seq studies\; is affected by methylmercuric chloride, bisphenol S, and octopamine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"821","WBGene00019041","F58E1.10","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxc-22 is affected by several genes including skn-1, sir-2.1, and pmk-1 based on tiling array, RNA-seq, and microarray studies\; is affected by six chemicals including Mercuric Chloride, multi-walled carbon nanotube, and bisphenol A based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF3557."
"822","WBGene00019042","F58E1.11","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxc-21 is enriched in dopaminergic neurons and the hypodermis based on tiling array studies\; is affected by several genes including glp-1, skn-1, and fer-1 based on microarray and RNA-seq studies\; is affected by nanoparticle and resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF3557."
"823","WBGene00019046","F58E2.2","Unassigned","Unassigned","Unassigned","F58E2.2 is enriched in the body wall muscle cell, the coelomocyte, the epithelial system, and the nervous system based on tiling array studies\; is affected by several genes including rrf-3, sir-2.1, and rrf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by resveratrol based on microarray studies."
"824","WBGene00019050","F58E2.7","Pseudogene","Pseudogene","Pseudogene","srz-88 is affected by let-60 based on microarray studies\; is affected by resveratrol based on microarray studies."
"825","WBGene00019065","F58G4.3","Unassigned","Unassigned","Unassigned","F58G4.3 is affected by rsr-2 based on tiling array studies\; is affected by Atrazine, Chlorpyrifos, and Diazinon based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF148."
"826","WBGene00019066","F58G4.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","sdz-23 is expressed in the E, the Ea, and the Ep."
"827","WBGene00019073","F58H7.8","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxc-3 is enriched in the intestine and the nervous system based on RNA-seq and microarray studies\; is affected by several genes including daf-16, pgl-1, and lin-15B based on microarray and RNA-seq studies\; is affected by five chemicals including D-glucopyranose, Humic Substances, and R24 based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF3557."
"828","WBGene00019085","F59A6.3","Unassigned","Unassigned","Unassigned","F59A6.3 is enriched in the male, the nervous system, and the sensillum based on RNA-seq and microarray studies\; is affected by several genes including sir-2.1, eri-1, and rrf-1 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including aldicarb, Atrazine, and Chlorpyrifos based on microarray studies."
"829","WBGene00019086","F59A6.4","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase","F59A6.4 is an ortholog of human CTD-2116N17.1, TTBK1 (tau tubulin kinase 1), and TTBK2\; is predicted to have ATP binding activity and protein kinase activity."
"830","WBGene00019123","F59E12.8","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F59E12.8 is enriched in the muscle cell based on microarray studies\; is affected by rsr-2, drh-3, and sir-2.1 based on tiling array, RNA-seq, and microarray studies\; is affected by adsorbable organic bromine compound and allantoin based on microarray studies."
"831","WBGene00019179","H10D18.4","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","scl-13 is an ortholog of human GLIPR1 (GLI pathogenesis related 1) and members of the human CRISP (Cysteine rich secretory protein family) gene family including CRISP2, CRISP3, and CRISP1\; is predicted to encode a protein with the following domains: Cysteine-rich  secretory protein, allergen V5\/Tpx-1-related, Ves allergen, CAP domain, and CAP superfamily."
"832","WBGene00019186","H11E01.1","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-58 is affected by several genes including eat-2, sir-2.1, and csr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by dafa#1 and allantoin based on microarray studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"833","WBGene00019190","H12I13.1","Proteolysis proteasome","Proteolysis proteasome: ubiquitin peptidase","Proteolysis proteasome: ubiquitin peptidase","H12I13.1 is predicted to have ATP binding activity, protein kinase activity, and thiol-dependent ubiquitinyl hydrolase activity."
"834","WBGene00019192","H12I13.3","Pseudogene","Pseudogene","Pseudogene","H12I13.3 is affected by rsr-2, prg-1, and drh-3 based on tiling array and RNA-seq studies\; is affected by Progesterone, Atrazine, and allantoin based on microarray studies."
"835","WBGene00019194","H12I13.6","Unassigned","Unassigned","Unassigned","H12I13.6 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including daf-16, clk-1, and bar-1 based on microarray and RNA-seq studies\; is affected by Ethanol and Diazinon based on RNA-seq and microarray studies."
"836","WBGene00019202","H14N18.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","H14N18.2 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including daf-16, daf-12, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including Cadmium, fluoranthene, and Chlorpyrifos based on microarray studies."
